ID,FirstName,LastName,isSittingMP,Votes,PartyID
756,David,Axe,0,1081,8
757,David,Ballantine,0,625,8
758,David,Barnard,0,168,23
759,David,Beavan,0,6702,29
760,David,Bettney,0,313,47
761,David,Bishop,0,172,13
762,David,Brescia,0,10909,16
763,David,Brocklehurst,0,3151,8
764,David,Brown,0,2009,8
765,David,Buckley,0,508,23
766,David,Bull,0,3518,8
767,David,Burrowes,0,18473,16
768,David,Buxton,0,13750,29
769,David,Campanale,0,7499,29
770,David,Chadwick,0,11404,29
771,David,Chalmers,0,10912,29
772,David,Crausby,1,19381,26
773,David,Crowther,0,3071,29
774,David,Davis,1,31045,16
775,David,Dobbie,0,2180,29
776,David,Dresser,0,1796,29
777,David,Drew,1,27742,27
778,David,Duguid,1,21182,16
779,David,Evennett,1,25856,16
780,David,Figgins,0,791,20
781,David,Flack,0,8864,26
782,David,Furness,0,510,9
783,David,Gauke,1,15919,23
784,David,Griffin,0,1133,20
785,David,Halpin,0,840,23
786,David,Hancock,0,1759,29
787,David,Hanson,1,15891,26
788,David,Henwood,0,238,23
789,David,Hughes,0,1428,20
790,David,Hughes,0,1860,23
791,David,Johnston,0,34085,16
792,David,Jones,1,20403,16
793,David,Jones,0,920,20
794,David,Kendall,0,7187,29
795,David,Kesteven,0,758,20
796,David,Knowles,0,12332,26
797,David,Kurten,0,846,63
798,David,Lammy,1,35621,26
799,David,Leach,0,1779,8
800,David,Linden,1,18357,43
801,David,Lindsay,0,414,23
802,David,Lomax,0,2750,29
803,David,Mackay,0,559,63
804,David,Mansell,0,420,23
805,David,McBride,0,2819,29
806,David,McElroy,0,1549,20
807,David,Moreland,0,488,63
808,David,Morgan,0,8014,26
809,David,Morgan,0,7638,26
810,David,Morris,1,23925,16
811,David,Mundell,1,22611,16
812,David,Naghi,0,2866,29
813,David,Nagle,0,16373,26
814,David,Nairn,0,1114,20
815,David,Newman,0,756,29
816,David,Nicholl,0,6779,29
817,David,Nolan,0,1756,29
818,David,O'Keefe,0,982,20
819,David,Pinto-Duschinsky,0,22648,26
820,David,Radcliffe,0,3169,29
821,David,Ragozzino,0,335,23
822,David,Reynolds,0,845,20
823,David,Rocks,0,14855,16
824,David,Roe,0,628,63
825,David,Rutley,1,28292,16
826,David,Schmitz,0,2145,29
827,David,Sewell,0,1173,20
828,David,Simmonds,0,29391,16
829,David,Sisson,0,493,63
830,David,Stansell,0,1608,20
831,David,Stevens,0,1564,29
832,David,Stokes,0,14400,26
833,David,Thomas,0,5742,8
834,David,Tingle,0,10834,26
835,David,van der Burg,0,1966,20
836,David,Walker,0,1749,8
837,David,Warburton,1,36230,16
838,David,Watts,0,5308,29
839,David,Wilkins,0,2237,29
840,David,Wilkinson,0,2360,29
841,David,Wilks,0,1047,8
842,David,Williams,0,2392,20
843,David,Yellen,0,10480,26
844,David,Young,0,848,23
845,David T. C.,Davies,1,26160,16
846,Davina,Kirby,0,3225,29
847,Dawn,Barnes,0,15884,29
848,Dawn,Butler,1,31779,26
849,Dawn,Furness,0,1146,20
850,Dawn,Welsh,0,1955,29
851,Dean,Carroll,0,15490,16
852,Dean,Russell,0,26421,16
853,Deanna,Nicholson,0,2234,20
854,Deanne,Ferguson,0,18157,26
855,Debbie,Abrahams,1,20088,26
856,Debbie,Bannigan,0,15808,26
857,Debbie,Cole,0,533,38
858,Debbie,Soloman,0,5366,8
859,Deborah,Longe,0,254,12
860,Deborah,Unger,0,4844,29
861,Declan,Kearney,0,4887,45
862,Dehenna,Davison,0,24067,16
863,Deidre,Brock,1,25925,43
864,Delphine,Gray-Fisk,0,1432,8
865,Deneice,Florence-Jukes,0,8032,8
866,Denis,Healy,0,4671,29
867,Denise,Donaldson,0,2634,20
868,Denise,Howard,0,9435,16
869,Denise,Johnston,0,6384,46
870,Dennis,Bannan,0,1085,61
871,Dennis,Leech,0,107,48
872,Dennis,Skinner,1,16492,26
873,Derek,Abram,0,4771,8
874,Derek,Florey,0,2089,20
875,Derek,Morse,0,1126,20
876,Derek,Stillie,0,16182,16
877,Derek,Thomas,1,25365,16
878,Derek,Twigg,1,29333,26
879,Dermot,Nicholl,0,6128,45
880,Derrick,Hodgson,0,1556,8
881,Des,Ball,0,388,23
882,Des,Coke,0,216,12
883,Desi,Latimer,0,1085,8
884,Desmond,Swayne,1,32113,16
885,Di,Martin,0,14811,27
886,Diana,Johnson,1,17033,26
887,Diana,Toynbee,0,2371,20
888,Diane,Abbott,1,39972,26
889,Diane,Boyd,0,8430,26
890,Diane,Cadman,0,1279,20
891,Diane,Wood,0,1629,20
892,Dick,Cole,0,1660,32
893,Dinah,Keal,0,6774,29
894,Dinah,Mulholland,0,6317,26
895,Dine,Romero,0,3421,29
896,Dionne,Cocozza,0,320,8
897,Dirk,van Heck,0,101,28
898,Dolores,Kelly,0,4623,46
899,Dominic,Graham,0,4779,29
900,Dominic,Grieve,1,16765,23
901,Dominic,Haney,0,1526,29
902,Dominic,Hardwick,0,1642,29
903,Dominic,Raab,1,31132,16
904,Dominic,Skinner,0,13371,29
905,Donald,Akhigbe,0,201,12
906,Donald,Allwright,0,2262,20
907,Donald,Boyd,0,460,11
908,Donald,Ekekhomen,0,11822,16
909,Donald,MacKay,0,208,63
910,Donald,Wood,0,188,23
911,Donna,Jones,0,17705,16
912,Donna,Lalek,0,2548,29
913,Donna,Wallace,0,1750,20
914,Donnamarie,Higgins,0,1882,2
915,Doug,Beattie,0,6197,64
916,Douglas,Chapman,1,23727,43
917,Douglas,Lumsden,0,16398,16
918,Douglas,Ross,1,22112,16
919,Douglas,Rouxell,0,1231,20
920,Drew,Hendry,1,26247,43
921,Duncan,Baker,0,29792,16
922,Duncan,Odgers,0,259,63
923,Duncan,Rees,0,445,20
924,Duncan,Royal,0,735,20
925,Duncan,Townson,0,6219,26
926,Dylan,Harrison,0,12303,26
927,Dylan,Jones,0,8286,26
928,Earl Elvis,Of Outwell,0,836,33
929,Ed,Barker,0,15671,16
930,Ed,Carlisle,0,2105,20
931,Ed,Gough,0,2406,29
932,Ed,Manning,0,435,23
933,Ed,Mayne,0,10226,26
934,Ed,McGuinness,0,6829,16
935,Ed,Parson,0,13897,16
936,Ed,Punchard,0,1963,8
937,Eddie,Hughes,1,23334,16
938,Eddie,Todd,0,220,23
939,Eddie,Trotter,0,196,25
940,Eden,Webley,0,3141,8
941,Edmund,Fordham,0,1009,23
942,Edmund,Gemmell,0,191,23
943,Edward,Argar,1,35121,16
944,Edward,Davey,1,31103,29
945,Edward,Leigh,1,33893,16
946,Edward,Miliband,1,15740,26
947,Edward,Morello,0,19483,29
948,Edward,Nudd,0,367,23
949,Edward,Sainsbury,0,3741,29
950,Edward,Thornley,0,2444,29
951,Edward,Timpson,0,30095,16
952,Eimear,O'Casey,0,4161,29
953,Elaine,Gallagher,0,1429,20
954,Elaine,Gunn,0,1027,20
955,Elaine,Hardwick,0,257,53
956,Elcena,Jeffers,0,101,23
957,Elder,Mighton,0,43,23
958,Eleanor,Laing,1,32364,16
959,Eleanor,Masters,0,954,20
960,Eleanor,Price,0,6549,16
961,Eleanor,Rylance,0,1771,29
962,Eleanor,Smith,1,18203,26
963,Elfed,Williams,0,3907,37
964,Elfreda,Tealby-Watson,0,4685,29
965,Elfrede,Brambley-Crawshaw,0,2727,20
966,Elisha,McCallion,1,9771,45
967,Eliza,Tyrrell,0,1697,20
968,Elizabeth,Babade,0,2626,8
969,Elizabeth,Hughes,0,10373,26
970,Elizabeth,Truss,1,35507,16
971,Eljai,Morais,0,137,67
972,Ella,Walding,0,1485,20
973,Ellen,Nicholson,0,8015,29
974,Ellie,Chowns,0,4769,20
975,Ellie,Green,0,9153,26
976,Ellie,Reeves,1,31860,26
977,Elliot,Colburn,0,20822,16
978,Elmars,Liepins,0,572,28
979,Emily,Barley,0,14577,16
980,Emily,Blake,0,9312,26
981,Emily,Coy,0,3985,29
982,Emily,Owen,0,12653,26
983,Emily,Payne,0,9290,16
984,Emily,Pomroy-Smith,0,11408,26
985,Emily,Thornberry,1,26897,26
986,Emily,Tomalin,0,2216,20
987,Emily,West,0,1219,20
988,Emma,Bonner-Morgan,0,11862,26
989,Emma,Carter,0,2367,20
990,Emma,Chan,0,1873,20
991,Emma,Corlett,0,3895,26
992,Emma,Dawnay,0,2809,20
993,Emma,Dent Coad,1,16618,26
994,Emma,Farthing,0,2283,29
995,Emma,Hardy,1,13384,26
996,Emma,Hogan,0,10176,16
997,Emma,Johnson,0,314,23
998,Emma,Lewell-Buck,1,17273,26
999,Emma,Little Pengelly,1,11678,18
1000,Emma,Matanle,0,5435,29
1001,Emma,Monkman,0,13642,26
1002,Emma,Reynolds,1,13642,26
1003,Emma,Stockdale,0,1679,8
1004,Emma,Whysall,0,24533,26
1005,Eóin,Tennyson,0,6433,2
1006,Erica,Bradley-Young,0,1153,20
1007,Esther,Cropper,0,1214,20
1008,Esther,McVey,1,28277,16
1009,Esther,Sutton,0,1215,20
1010,Eunice,Odesanmi,0,245,12
1011,Ewan,Hoyle,0,1952,29
1012,Ewan,McRobert,0,3760,29
1013,Ewan,Melling Flavell,0,1173,20
1014,Fabia,Tate,0,13767,16
1015,Fabian,Hamilton,1,29024,26
1016,Faisal,Rashid,1,26177,26
1017,Faiza,Shaheen,0,22219,26
1018,Farès,Moussa,0,755,28
1019,Farmin Lord F'Tang F'Tang,Dave,0,324,33
1020,Faten,Hameed,0,13276,26
1021,Fay,Jones,0,21958,16
1022,Fay,Whitfield,0,1423,20
1023,Faye,Clements,0,2168,8
1024,Fayzan,Rehman,0,2867,29
1025,Felicity,Buchan,0,16768,16
1026,Felicity,Owen,0,14747,26
1027,Felix,Dodds,0,4756,29
1028,Felix,Ling,0,6222,26
1029,Femy,Amin,0,325,4
1030,Fergal,McEntee,0,1133,20
1031,Fergus,Mutch,0,21909,43
1032,Feryal,Clark,0,23340,26
1033,Fflur,Elin,0,4990,37
1034,Finola,O'Neill,0,5097,26
1035,Fintan,McKeown,0,1796,20
1036,Fiona,Bruce,1,33747,16
1037,Fiona,Campbell Trevor,0,2269,29
1038,Fiona,Fawcett,0,15807,16
1039,Fiona,Mills,0,1045,63
1040,Fleur,Anderson,0,22780,26
1041,Flick,Drummond,0,35271,16
1042,Flo,Clucas,0,915,29
1043,Flora,Scarabello,0,3698,16
1044,Florence,Eshalomi,0,31615,27
1045,Florence,MacDonald,0,3504,29
1046,Fran,Boait,0,18882,27
1047,Frances,Rehal,0,8247,26
1048,Francesca,O'Brien,0,18371,16
1049,Francie,Molloy,1,20473,45
1050,Francis,Oppler,0,5645,29
1051,Franco,D'Aulerio,0,1841,8
1052,Francyne,Johnson,0,16478,26
1053,Frank,Adlington-Stringer,0,1278,20
1054,Frank,Calladine,0,309,19
1055,Frank,Field,1,7285,7
1056,Frank,McCoubrey,0,5220,18
1057,Frank,Sheridan,0,981,20
1058,Frank,Sweeney,0,88,68
1059,Frankie,Wales,0,1323,23
1060,Gabriela,Fajardo Palacios,0,115,12
1061,Gabrielle,Bailey,0,1288,20
1062,Gagan,Mohindra,0,30327,16
1063,Gail,Macgregor,0,11961,16
1064,Gareth,Bacon,0,30882,16
1065,Gareth,Davies,0,36794,16
1066,Gareth,Derrick,0,10836,26
1067,Gareth,Eales,0,16217,26
1068,Gareth,Ellis,0,2478,20
1069,Gareth,Johnson,1,34006,16
1070,Gareth,Lloyd-Johnson,0,1584,29
1071,Gareth,Pearce,0,1006,8
1072,Gareth,Snell,1,13887,27
1073,Gareth,Thomas,1,25132,27
1074,Gareth,Willis,0,10114,29
1075,Garry,Warren,0,1601,8
1076,Garth,Harkness,0,1484,29
1077,Gary,Butler,0,369,23
1078,Gary,Coleman,0,368,23
1079,Gary,Godden,0,12724,26
1080,Gary,Gribben,0,1159,8
1081,Gary,Hughes,0,1660,8
1082,Gary,Hynds,0,955,16
1083,Gary,Lawson,0,1124,20
1084,Gary,McCleave,0,1098,45
1085,Gary,Middleton,0,4773,18
1086,Gary,Mulvaney,0,16930,16
1087,Gary,Powell,0,1768,8
1088,Gary,Sambrook,0,19957,16
1089,Gary,Streeter,1,33286,16
1090,Gavin,Berkenheger,0,6900,16
1091,Gavin,Chambers,0,9892,16
1092,Gavin,Haran,0,6303,16
1093,Gavin,Newlands,1,23353,43
1094,Gavin,Robinson,1,20874,18
1095,Gavin,Scott,0,1471,29
1096,Gavin,Shuker,1,3893,23
1097,Gavin,Williamson,1,36520,16
1098,Gaynor,Austin,0,6287,26
1099,Ged,McGrath,0,1355,8
1100,Gemma,Bolton,0,11218,26
1101,Gemma,Evans,0,130,67
1102,Gen,Kitchen,0,13994,26
1103,Geoff,Bentley,0,640,63
1104,Geoff,Seeff,0,2744,29
1105,Geoff,Thompson,0,3658,23
1106,Geoff,Wilkinson,0,1090,20
1107,Geoffrey,Clifton-Brown,1,35484,16
1108,Geoffrey,Courtenay,0,283,63
1109,Geoffrey,Cox,1,35904,16
1110,Geoffrey,Cox,0,464,63
1111,George,Ayre,0,10716,26
1112,George,Baker,0,2723,26
1113,George,Eustice,1,26764,16
1114,George,Freeman,1,35051,16
1115,George,Galloway,0,489,23
1116,George,Howarth,1,44374,26
1117,George,Lee,0,5593,29
1118,George,Madgwick,0,623,23
1119,George,Morton,0,312,23
1120,George,Penny,0,2921,26
1121,George,Rice,0,1395,29
1122,George,Ridgeon,0,445,33
1123,George,Salomon,0,1043,20
1124,Georgia,Taylor,0,3099,20
1125,Georgina,Treloar,0,2706,20
1126,Geraint,Benney,0,2562,37
1127,Geraint,Davies,1,18493,27
1128,Geraint,Havard,0,1905,37
1129,Gerald,Jones,1,16913,26
1130,Gerald,Vernon-Jackson,0,5418,29
1131,Geraldine,Coggins,0,1566,20
1132,Gerard,Killen,1,18545,27
1133,Gerri,Hickton,0,11615,16
1134,Gerry,Carroll,0,6194,36
1135,Gerry,Jerome,0,1901,29
1136,Gerry,Mitchell,0,8827,26
1137,Gethin,James,0,2063,8
1138,Gideon,Amos,0,22464,29
1139,Giles,Bridge,0,14907,26
1140,Giles,Watling,1,31438,16
1141,Gill,Cole-Hamilton,0,2903,29
1142,Gill,Furniss,1,22369,26
1143,Gill,Ogilvie,0,11369,26
1144,Gillian,Keegan,1,35402,16
1145,Gillian,Mackay,0,1184,20
1146,Gina,Dowding,0,1731,20
1147,Giorgia,Finney,0,450,20
1148,Glanville,Thomas,0,3633,37
1149,Glenda,Davies,0,3108,8
1150,Glenn,Swingler,0,1552,37
1151,Glenn,Thompson,0,6446,8
1152,Glenville,Gogerly,0,567,30
1153,Glyn,Goodwin,0,2314,20
1154,Glyn,Hanna,0,7619,18
1155,Glyn,Heath,0,848,20
1156,Gonul,Daniels,0,4428,16
1157,Gordon,Birtwistle,0,3501,29
1158,Gordon,Gregory,0,12955,16
1159,Gordon,Henderson,1,34742,16
1160,Gordon,Johnson,0,184,23
1161,Gordon,Lishman,0,1548,29
1162,Gordon,Marsden,1,12557,26
1163,Gordon,Munro,0,13117,27
1164,Gordon,Nardell,0,11624,26
1165,Graeme,Currie,0,12495,26
1166,Graeme,Webber,0,1304,8
1167,Graham,Brady,1,26311,16
1168,Graham,Cockarill,0,15069,29
1169,Graham,Colley,0,3717,29
1170,Graham,Cushway,0,1327,8
1171,Graham,Hadley,0,366,23
1172,Graham,Hogg,0,3998,26
1173,Graham,Hunt,0,1820,8
1174,Graham,Hutchison,0,9283,16
1175,Graham,Jones,1,17614,26
1176,Graham,Moore,0,520,19
1177,Graham,Reed,0,2545,29
1178,Graham,Smith,0,11804,16
1179,Graham,Stringer,1,23887,26
1180,Graham,Stuart,1,33250,16
1181,Grahame,Hudson,0,3614,29
1182,Grahame,Morris,1,15723,26
1183,Grant,Abraham,0,1476,16
1184,Grant,Shapps,1,27394,16
1185,Greg,Hands,1,23345,16
1186,Greg,Judge,0,2717,29
1187,Greg,Knight,1,33988,16
1188,Greg,Marshall,0,21271,26
1189,Greg,Smith,0,37035,16
1190,Gregory,Butt,0,2156,8
1191,Gregory,Campbell,1,15765,18
1192,Gregory,Clark,1,30119,16
1193,Gregory,Webb,0,3450,29
1194,Gurjit,Bains,0,17416,16
1195,Guy,Ingerson,0,880,20
1196,Guy,Opperman,1,25152,16
1197,Guy,Russo,0,2950,29
1198,Gwyn,Evans,0,727,21
1199,Gwyn,Williams,0,1984,37
1200,Hannah,Bardell,1,25617,43
1201,Hannah,Campbell,0,15300,16
1202,Hannah,Jarvis,0,4675,16
1203,Hannah,Kitching,0,5054,29
1204,Hannah,Locke,0,572,23
1205,Hannah,O'Neill,0,25067,26
1206,Hannah,Perkin,0,6170,29
1207,Hannah,Temple,0,2103,20
1208,Hannah,Westropp,0,10095,16
1209,Hannah,Young,0,15265,26
1210,Haroun,Malik,0,6265,16
1211,Harriet,Gore,0,47,62
1212,Harriet,Harman,1,40258,26
1213,Harriett,Baldwin,1,34909,16
1214,Harrish,Bisnauthsing,0,6153,29
1215,Harry,Boparai,0,1292,8
1216,Harry,Gorman,0,948,20
1217,Harry,Gwynne,0,1739,8
1218,Haseeb,Ur-Rehman,0,151,41
1219,Hassan,Zulkifal,0,170,68
1220,Havard,Hughes,0,14130,16
1221,Hazel,Williams,0,344,28
1222,Heather,Astbury,0,138,41
1223,Heather,Barrie,0,2527,20
1224,Heather,Herbert,0,3052,26
1225,Heather,Kidd,0,8537,29
1226,Heather,Mack,0,1977,20
1227,Heather,Wheeler,1,33502,16
1228,Hector,Birchwood,0,1032,8
1229,Helen,Belcher,0,19706,29
1230,Helen,Cross,0,7314,29
1231,Helen,Formby,0,3316,8
1232,Helen,Geake,0,9711,20
1233,Helen,Goodman,1,16105,26
1234,Helen,Grant,1,31220,16
1235,Helen,Hayes,1,36521,26
1236,Helen,Hitchcock,0,1046,20
1237,Helen,Jenner,0,2184,8
1238,Helen,Korfanty,0,2603,29
1239,Helen,McFarlane,0,12728,26
1240,Helen,Morgan,0,5643,29
1241,Helen,Russell,0,9408,26
1242,Helen,Spiby-Vann,0,211,12
1243,Helen,Tamblyn-Saville,0,3332,29
1244,Helen,Thompson,0,13286,29
1245,Helen,Whately,1,31864,16
1246,Helena,Bongard,0,2158,29
1247,Helena,Mellish,0,1403,20
1248,Helena,Windsor,0,1374,23
1249,Henrietta,Bewley,0,4370,29
1250,Henry,Bolton,0,576,23
1251,Henry,Gent,0,711,20
1252,Henry,Scott,0,427,23
1253,Henry,Smith,1,27040,16
1254,Henry,Vann,0,4608,29
1255,Hilary,Benn,1,30413,26
1256,Hilary,Jones,0,1963,29
1257,Hilary,Wendt,0,1912,20
1258,Hilda,Johani,0,257,12
1259,Hina,Bokhari,0,16884,29
1260,Hina,Malik,0,3127,29
1261,Holly,Kal-Weiss,0,11338,26
1262,Holly,Lynch,1,21496,26
1263,Holly,Mumby-Croft,0,20306,16
1264,Holly,Robinson,0,1064,20
1265,Holly,Whitbread,0,9440,16
1266,Howard,Berlin,0,20105,16
1267,Howard,Brown,0,5439,8
1268,Howard,Kaye,0,11282,26
1269,Hugh,Alberti,0,546,20
1270,Hugh,Gaffney,1,17056,26
1271,Hugh,Kocan,0,1182,37
1272,Hugo,Fearnley,0,17323,26
1273,Humaira,Ali,0,15597,29
1274,Humera,Kamran,0,143,15
1275,Huw,Merriman,1,37590,16
1276,Hywel,Williams,1,13134,37
1277,Iain,Bott,0,13142,16
1278,Iain,Dickson,0,1451,20
1279,Iain,Donaldson,0,1590,29
1280,Iain,Duncan Smith,1,23481,16
1281,Iain,McGill,0,11000,16
1282,Iain,Stewart,1,32011,16
1283,Ian,Barfield,0,1070,29
1284,Ian,Berkeley-Hurst,0,1222,8
1285,Ian,Blackford,1,19263,43
1286,Ian,Bradwell,0,1808,29
1287,Ian,Byrne,0,34117,26
1288,Ian,Chandler,0,1353,20
1289,Ian,Cooper,0,13533,26
1290,Ian,Cowling,0,650,61
1291,Ian,Davidson,0,2513,26
1292,Ian,Dowling,0,3088,29
1293,Ian,Fleming,0,190,23
1294,Ian,Flindall,0,964,20
1295,Ian,Flynn,0,1210,29
1296,Ian,Garrett,0,2371,29
1297,Ian,Lavery,1,17124,26
1298,Ian,Levy,0,17440,16
1299,Ian,Liddell-Grainger,1,35827,16
1300,Ian,McLean,0,114,47
1301,Ian,Mearns,1,20450,26
1302,Ian,Middleton,0,2607,20
1303,Ian,Murray,1,23745,26
1304,Ian,Paisley,1,20860,18
1305,Ian,Poyser,0,2018,20
1306,Ian,Sanderson,0,2708,29
1307,Ian,Sharpe,0,4153,29
1308,Ian,Sollom,0,28111,29
1309,Ian,Stotesbury,0,9323,29
1310,Ian,Walker,0,14696,16
1311,Ian,Womersley,0,2458,23
1312,Ian,Yuill,0,5018,29
1313,Ibrahim,Dogus,0,15211,26
1314,Iddrisu,Sufyan,0,2110,8
1315,Iftikhar,Ahmed,0,7892,16
1316,Ike,Ijeh,0,797,8
1317,Iliyan,Stefanov,0,3204,29
1318,Imogen,Shepherd-Dubey,0,5035,29
1319,Imran,Ahmad Khan,0,21283,16
1320,Imran,Hussain,1,27825,26
1321,Inaya Folarin,Iman,0,1769,8
1322,Iram,Kiani,0,224,23
1323,Isabel,Pires,0,1378,20
1324,Isabel,Thurston,0,2519,20
1325,Isabelle,Parasram,0,5932,29
1326,Isobel,Davidson,0,2846,29
1327,Isobel,Grant,0,22045,16
1328,Isobel,Whittaker,0,1115,20
1329,Isy,Imarni,0,11656,16
1330,Ivan,Lewis,1,1366,23
1331,Izzy,Knowles,0,3673,29
1332,Jacci,Stoyle,0,2560,29
1333,Jack,Brereton,1,24632,16
1334,Jack,Carrington,0,416,61
1335,Jack,Clark,0,2918,29
1336,Jack,Collier,0,1620,8
1337,Jack,Davies,0,7710,29
1338,Jack,Dromey,1,17720,26
1339,Jack,Ferguson,0,10051,26
1340,Jack,Gebhard,0,16310,16
1341,Jack,Gilmore,0,19122,16
1342,Jack,Holland,0,2343,29
1343,Jack,Lenox,0,765,20
1344,Jack,Lopresti,1,26293,16
1345,Jack,Rankin,0,22929,16
1346,Jack,Render,0,1131,61
1347,Jackie,Coade,0,4211,2
1348,Jackie,Pearcey,0,2448,29
1349,Jackie,Schneider,0,12543,26
1350,Jacob,Rees-Mogg,1,28360,16
1351,Jacob,Young,0,18811,16
1352,Jacqueline,Bond,0,2516,20
1353,Jacqueline,Doyle-Price,1,27795,16
1354,Jacqui,Cummins,0,2915,8
1355,Jake,Berry,1,27570,16
1356,Jake,Fraser,0,2943,8
1357,Jake,Lambert,0,3848,26
1358,Jake,Overend,0,3099,29
1359,Jake,Thomas,0,386,8
1360,James,Abbott,0,3090,20
1361,James,Airey,0,23861,16
1362,James,Archer,0,2487,29
1363,James,Baggaley,0,12844,26
1364,James,Baker,0,11579,16
1365,James,Baker,0,2276,29
1366,James,Blanchard,0,4149,29
1367,James,Booth,0,2310,20
1368,James,Braun,0,2390,20
1369,James,Brokenshire,1,29786,16
1370,James,Buckley,0,2736,8
1371,James,Bull,0,10492,26
1372,James,Cartlidge,1,33270,16
1373,James,Channer,0,648,23
1374,James,Clark,0,5483,16
1375,James,Cleverly,1,34112,16
1376,James,Crocker,0,1432,8
1377,James,Cunningham,0,13620,26
1378,James,Daly,0,21660,16
1379,James,Davies,0,17270,16
1380,James,Duddridge,1,27063,16
1381,James,Ellwood,0,1557,20
1382,James,Fredrickson,0,22397,16
1383,James,Frith,1,21555,26
1384,James,Giles,0,458,23
1385,James,Gray,1,32373,16
1386,James,Grundy,0,21266,16
1387,James,Harrison,0,1626,29
1388,James,Heappey,1,33336,16
1389,James,Hockney,0,10202,16
1390,James,Hope,0,972,5
1391,James,Joyce,0,1661,29
1392,James,Keyse,0,974,8
1393,James,McPhilemy,0,11182,26
1394,James,Melling,0,3600,20
1395,James,Melly,0,3161,8
1396,James,Milne,0,831,20
1397,James,Monaghan,0,1734,29
1398,James,Morris,1,25607,16
1399,James,Murray,0,28036,27
1400,James,Newhall,0,5446,16
1401,James,Oates,0,5913,29
1402,James,Osben,0,9329,26
1403,James,Platt,0,1303,20
1404,James,Pointon,0,684,8
1405,James,Potter,0,1187,8
1406,James,Price,0,10377,16
1407,James,Sandbach,0,6485,29
1408,James,Speirs,0,2716,29
1409,James,Sunderland,0,31894,16
1410,James,Weinberg,0,10890,26
1411,James,Wells,0,4834,8
1412,James,Wild,0,30627,16
1413,James,Wilder,0,4404,26
1414,James,Wilkinson,0,2367,29
1415,James,Willis,0,8482,29
1416,James,Windridge,0,934,20
1417,James,Woollard,0,1042,23
1418,James,Woudhuysen,0,1043,8
1419,James,Wright,0,4776,29
1420,Jamie,Adams,0,1468,8
1421,Jamie,Bennett,0,6024,29
1422,Jamie,Dwan,0,1827,29
1423,Jamie,Macfarlane,0,12481,16
1424,Jamie,Needle,0,1772,29
1425,Jamie,Scott,0,1961,29
1426,Jamie,Stone,1,11705,29
1427,Jamie,Wallis,0,18193,16
1428,Jamie,Wildman,0,1543,20
1429,Jamie,Witham,0,1263,20
1430,Jane,Aitchison,0,22936,26
1431,Jane,Dodds,1,14827,29
1432,Jane,Hunt,0,27954,16
1433,Jane,Keep,0,17017,16
1434,Jane,Leicester,0,1357,20
1435,Jane,Lyons,0,9160,16
1436,Jane,MacBean,0,13250,16
1437,Jane,McKears,0,328,20
1438,Jane,Pickard,0,3037,29
1439,Jane,Pratt,0,11185,16
1440,Jane,Robins,0,91,47
1441,Jane,Smith,0,658,4
1442,Jane,Stevenson,0,17722,16
1443,Jane Ann,Liston,0,2639,29
1444,Janet,Balfe,0,3730,8
1445,Janet,Band,0,1851,20
1446,Janet,Daby,1,26661,26
1447,Janice,Baker,0,2047,20
1448,Janice,Mackay,0,629,63
1449,Janice,Middleton,0,1705,29
1450,Janice,Silvester-Hall,0,6695,16
1451,Jarelle,Francis,0,2192,20
1452,Jason,Billin,0,9600,29
1453,Jason,Charalambous,0,8045,16
1454,Jason,Chinnery,0,193,33
1455,Jason,Cooper,0,1921,8
1456,Jason,Edwards,0,1821,29
1457,Jason,McCartney,0,29482,16
1458,Jason,Pilley,0,367,39
1459,Jason,Zadrozny,0,13498,6
1460,Javed,Bashir,0,2884,29
1461,Jay,Aston Colquhoun,0,384,8
1462,Jay,Henderson,0,1950,20
1463,Jay,Latham,0,869,28
1464,Jay,Morton,0,9069,26
1465,Jean,Mitchell,0,12843,26
1466,Jean-Claude,Cass-Horne,0,1041,8
1467,Jeanette,Sunderland,0,3316,29
1468,Jean-Paul,Roberts,0,1183,20
1469,Jeet,Bains,0,14249,16
1470,Jeff,Green,0,245,11
1471,Jeff,Smith,1,35902,26
1472,Jeffrey M.,Donaldson,1,19586,18
1473,Jemma,Joy,0,1953,29
1474,Jennifer,Fairbairn,0,2287,16
1475,Jennifer,Forbes,0,22676,26
1476,Jennifer,Gray,0,1236,29
1477,Jennifer,Lang,0,1890,29
1478,Jennifer,Ross,0,3216,16
1479,Jenny,Chapman,1,17607,26
1480,Jenny,Marr,0,4287,29
1481,Jenny,Reeves,0,9888,26
1482,Jenny,Vernon,0,1563,20
1483,Jenny,Wilkinson,0,6358,29
1484,Jeremy,Caddick,0,2164,20
1485,Jeremy,Corbyn,1,34603,26
1486,Jeremy,Hunt,1,32191,16
1487,Jeremy,Maddocks,0,1202,8
1488,Jeremy,Parker,0,1458,20
1489,Jeremy,Quin,1,35900,16
1490,Jeremy,Wright,1,30351,16
1491,Jerome,Mayhew,0,33934,16
1492,Jerry,Gorman,0,2044,8
1493,Jerry,Hague,0,15863,26
1494,Jess,Barnard,0,12073,26
1495,Jess,Phillips,1,23379,26
1496,Jesse,Norman,1,30390,16
1497,Jessica,Morden,1,16125,26
1498,Jessie,Venegas,0,6947,29
1499,Jill,Borcherds,0,16766,26
1500,Jill,Dagnan,0,1519,8
1501,Jill,Hope,0,2482,29
1502,Jill,Macauley,0,3307,64
1503,Jill,McLachlan,0,125,12
